age,job,marital,education,balance,duration,approval
37.0,technician,single,secondary,2442,91.0,yes
58.0,unemployed,married,tertiary,1798,19.0,no
43.0,admin.,married,secondary,132,574.0,yes
36.0,management,single,tertiary,260,49.0,no
34.0,blue-collar,married,secondary,7,171.0,no
31.0,management,single,tertiary,3283,258.0,yes
49.0,technician,married,unknown,323,41.0,no
54.0,management,married,tertiary,2960,83.0,no
29.0,unemployed,single,secondary,486,95.0,no
51.0,retired,divorced,secondary,343,78.0,no
40.0,unemployed,divorced,secondary,507,134.0,no
35.0,management,single,tertiary,5958,215.0,yes
25.0,student,single,secondary,304,226.0,yes
32.0,blue-collar,single,secondary,118,1275.0,yes
30.0,self-employed,married,secondary,123,66.0,no
38.0,management,married,tertiary,76,196.0,no
46.0,admin.,married,secondary,70,229.0,yes
43.0,unemployed,married,primary,960,241.0,no
32.0,technician,single,tertiary,2185,354.0,no
29.0,blue-collar,single,secondary,309,471.0,no
56.0,blue-collar,married,secondary,2190,90.0,no
57.0,technician,married,primary,0,58.0,no
38.0,admin.,married,secondary,3732,379.0,no
51.0,technician,married,primary,1550,12.0,no
35.0,admin.,single,tertiary,62,67.0,no
37.0,blue-collar,married,primary,704,165.0,no
48.0,management,married,secondary,4415,1032.0,yes
30.0,blue-collar,single,secondary,4,84.0,no
60.0,retired,married,secondary,262,393.0,no
56.0,management,married,secondary,238,808.0,no
45.0,blue-collar,married,primary,97,923.0,no
38.0,technician,divorced,secondary,410,63.0,no
20.0,student,single,secondary,1191,274.0,no
59.0,retired,married,primary,-47,84.0,no
34.0,technician,married,tertiary,197,78.0,yes
36.0,blue-collar,married,unknown,6,41.0,no
53.0,admin.,single,secondary,2398,317.0,yes
51.0,management,married,tertiary,630,138.0,no
58.0,retired,married,secondary,235,88.0,no
48.0,management,married,primary,1910,413.0,no
56.0,management,married,tertiary,3172,139.0,no
51.0,blue-collar,married,primary,872,82.0,no
35.0,blue-collar,married,secondary,407,12.0,no
40.0,admin.,single,secondary,100,221.0,yes
59.0,housemaid,married,secondary,345,38.0,no
44.0,management,divorced,tertiary,2058,661.0,no
49.0,housemaid,married,primary,889,388.0,yes
35.0,admin.,married,tertiary,0,151.0,no
41.0,management,married,tertiary,51,140.0,no
55.0,retired,married,primary,150,124.0,no
51.0,self-employed,married,secondary,34,200.0,no
27.0,services,single,secondary,795,101.0,no
57.0,blue-collar,married,primary,282,261.0,no
51.0,management,single,tertiary,2139,176.0,no
38.0,management,married,tertiary,-469,209.0,no
49.0,admin.,married,secondary,197,223.0,yes
40.0,technician,single,tertiary,825,38.0,no
47.0,housemaid,single,tertiary,3232,541.0,no
48.0,management,divorced,secondary,1598,84.0,no
47.0,services,married,tertiary,871,602.0,no
56.0,services,married,secondary,83,26.0,no
29.0,management,single,tertiary,1445,328.0,yes
38.0,technician,married,secondary,226,762.0,yes
32.0,management,married,tertiary,-55,107.0,no
42.0,admin.,single,secondary,243,46.0,no
30.0,blue-collar,married,primary,-336,128.0,no
26.0,admin.,single,tertiary,3672,360.0,no
35.0,technician,married,secondary,0,524.0,yes
35.0,technician,married,secondary,251,128.0,no
35.0,self-employed,single,tertiary,44,310.0,no
57.0,blue-collar,married,secondary,2887,819.0,yes
29.0,admin.,single,secondary,1992,202.0,no
32.0,blue-collar,single,secondary,2,144.0,no
45.0,technician,married,secondary,1415,311.0,no
51.0,management,single,tertiary,297,415.0,yes
31.0,technician,single,secondary,1094,93.0,no
50.0,self-employed,married,unknown,-84,101.0,no
38.0,blue-collar,single,secondary,-1,72.0,no
37.0,management,married,tertiary,347,282.0,no
35.0,management,married,tertiary,1253,210.0,no
37.0,unemployed,married,unknown,4565,369.0,no
28.0,management,single,tertiary,781,125.0,no
-38.0,management,married,tertiary,7124,301.0,no
43.0,management,married,secondary,17555,14.0,no
43.0,management,married,unknown,5172,57.0,no
56.0,management,married,tertiary,15520,420.0,no
32.0,technician,single,tertiary,13711,638.0,no
58.0,management,divorced,tertiary,1533,137.0,no
47.0,management,married,tertiary,286,557.0,no
31.0,blue-collar,single,secondary,-219,66.0,no
38.0,management,married,tertiary,0,206.0,no
50.0,blue-collar,married,secondary,810,19.0,no
32.0,blue-collar,married,secondary,300,166.0,no
37.0,services,single,secondary,1175,102.0,no
39.0,management,married,tertiary,0,46.0,no
40.0,services,married,secondary,113,126.0,no
41.0,blue-collar,married,secondary,641,161.0,no
45.0,technician,married,secondary,1477,355.0,no
31.0,admin.,married,secondary,0,40.0,no
54.0,services,married,primary,8,143.0,no
39.0,admin.,divorced,secondary,399,133.0,no
56.0,admin.,divorced,secondary,-435,185.0,no
35.0,admin.,single,secondary,2830,22.0,no
34.0,management,married,secondary,15,184.0,no
31.0,technician,single,secondary,125,78.0,no
38.0,technician,married,tertiary,45,125.0,no
41.0,technician,married,tertiary,13,189.0,no
44.0,entrepreneur,married,tertiary,0,300.0,no
49.0,blue-collar,married,secondary,579,396.0,no
30.0,services,single,secondary,432,340.0,no
31.0,services,single,secondary,1987,55.0,no
34.0,management,married,secondary,857,238.0,no
70.0,retired,married,tertiary,15834,172.0,no
45.0,management,married,tertiary,3370,36.0,no
31.0,management,married,tertiary,6290,303.0,no
57.0,admin.,married,secondary,808,417.0,no
40.0,services,married,unknown,4075,162.0,no
28.0,blue-collar,married,secondary,373,10.0,no
44.0,admin.,single,secondary,-101,99.0,no
49.0,services,divorced,secondary,3250,32.0,no
46.0,management,married,tertiary,1375,308.0,no
34.0,management,married,tertiary,180,298.0,no
58.0,technician,married,secondary,175,92.0,no
52.0,services,married,secondary,381,288.0,no
27.0,blue-collar,married,secondary,2171,130.0,no
48.0,technician,married,secondary,340,255.0,no
33.0,technician,divorced,secondary,10,167.0,no
46.0,admin.,married,secondary,4958,64.0,no
51.0,housemaid,married,unknown,21244,166.0,no
31.0,management,married,tertiary,156,657.0,yes
35.0,technician,divorced,secondary,473,434.0,no
37.0,admin.,single,secondary,781,75.0,no
60.0,entrepreneur,married,primary,0,40.0,no
40.0,technician,married,secondary,1819,398.0,no
50.0,management,married,tertiary,4374,163.0,no
34.0,entrepreneur,married,secondary,456,137.0,no
32.0,technician,married,secondary,253,257.0,no
36.0,services,single,secondary,774,231.0,no
32.0,admin.,single,tertiary,-59,192.0,no
40.0,services,divorced,secondary,-81,186.0,no
37.0,blue-collar,married,primary,0,226.0,no
57.0,management,married,tertiary,0,67.0,no
46.0,management,married,tertiary,-3,205.0,no
31.0,blue-collar,single,primary,2488,14.0,no
39.0,technician,divorced,tertiary,3,488.0,yes
35.0,management,married,secondary,839,50.0,no
32.0,blue-collar,married,primary,103,312.0,no
44.0,technician,divorced,secondary,316,163.0,no
41.0,technician,single,secondary,1680,76.0,no
59.0,retired,divorced,primary,7179,150.0,no
39.0,services,married,secondary,247,244.0,no
54.0,management,married,tertiary,8295,207.0,yes
27.0,services,single,secondary,261,113.0,no
51.0,self-employed,married,secondary,95,1309.0,yes
33.0,technician,single,secondary,291,72.0,no
38.0,blue-collar,married,primary,2240,551.0,no
52.0,entrepreneur,married,tertiary,0,163.0,no
54.0,management,divorced,tertiary,1295,179.0,no
33.0,blue-collar,married,primary,324,217.0,no
50.0,technician,married,secondary,669,88.0,no
39.0,blue-collar,single,secondary,4143,21.0,no
34.0,management,single,tertiary,2646,142.0,yes
41.0,technician,single,secondary,618,1056.0,no
48.0,management,divorced,tertiary,541,72.0,no
38.0,services,married,secondary,434,411.0,no
34.0,blue-collar,married,secondary,622,145.0,no
32.0,blue-collar,married,secondary,0,80.0,no
48.0,management,married,secondary,99,344.0,no
28.0,services,single,secondary,290,128.0,no
47.0,blue-collar,married,secondary,1230,412.0,yes
32.0,admin.,single,secondary,45,908.0,no
32.0,admin.,married,secondary,923,819.0,no
38.0,management,married,tertiary,950,210.0,no
86.0,retired,married,secondary,1503,165.0,no
47.0,technician,married,secondary,65,118.0,no
42.0,management,married,primary,-679,159.0,no
44.0,management,married,tertiary,773,618.0,no
25.0,student,single,unknown,10788,102.0,no
34.0,services,divorced,secondary,991,89.0,no
34.0,admin.,married,secondary,247,401.0,yes
53.0,blue-collar,married,primary,4143,200.0,no
42.0,blue-collar,married,unknown,-406,152.0,no
30.0,blue-collar,single,secondary,180,203.0,no
26.0,blue-collar,single,primary,-887,827.0,yes
40.0,services,married,secondary,4157,735.0,no
34.0,technician,single,secondary,1386,185.0,no
34.0,services,married,secondary,2211,149.0,no
40.0,management,married,tertiary,-495,303.0,no
36.0,management,married,tertiary,27359,71.0,no
34.0,technician,single,secondary,440,445.0,no
32.0,blue-collar,single,secondary,135,232.0,no
39.0,technician,married,secondary,-735,144.0,no
36.0,technician,married,tertiary,60,209.0,no
39.0,technician,divorced,secondary,902,691.0,yes
33.0,management,married,unknown,18347,415.0,no
34.0,blue-collar,single,secondary,-72,273.0,no
42.0,management,married,tertiary,1205,376.0,yes
46.0,technician,married,secondary,499,37.0,no
32.0,management,single,tertiary,656,148.0,no
27.0,services,married,secondary,100,57.0,no
35.0,technician,divorced,secondary,69,461.0,no
53.0,technician,married,unknown,619,198.0,no
29.0,services,single,secondary,192,327.0,no
35.0,management,single,tertiary,0,669.0,no
49.0,management,married,tertiary,87,165.0,no
58.0,management,married,tertiary,3228,58.0,no
40.0,management,single,tertiary,1361,1473.0,yes
19.0,student,single,unknown,0,123.0,no
30.0,student,single,tertiary,34,289.0,no
34.0,technician,single,secondary,318,239.0,no
60.0,retired,married,secondary,197,1386.0,no
28.0,student,single,tertiary,0,294.0,yes
46.0,management,married,tertiary,273,910.0,yes
49.0,blue-collar,divorced,primary,15,550.0,no
59.0,management,divorced,tertiary,7813,75.0,no
44.0,technician,single,secondary,-27,100.0,no
33.0,technician,married,tertiary,75,204.0,no
54.0,retired,married,secondary,1139,155.0,no
26.0,blue-collar,married,secondary,115,46.0,no
54.0,blue-collar,married,secondary,0,1366.0,no
48.0,housemaid,married,primary,7195,609.0,yes
30.0,services,single,tertiary,-477,1532.0,yes
29.0,management,single,tertiary,1026,226.0,yes
51.0,entrepreneur,married,tertiary,3921,168.0,no
53.0,unemployed,married,primary,980,352.0,yes
43.0,blue-collar,married,secondary,-179,335.0,no
34.0,admin.,married,tertiary,2552,74.0,no
40.0,entrepreneur,married,tertiary,1729,85.0,no
43.0,technician,married,secondary,434,117.0,no
33.0,admin.,single,secondary,-300,184.0,no
66.0,retired,married,secondary,4785,72.0,no
44.0,technician,divorced,secondary,-329,171.0,no
33.0,services,married,secondary,0,44.0,no
31.0,technician,single,secondary,391,336.0,no
71.0,retired,married,primary,4657,93.0,yes
22.0,student,single,primary,3472,332.0,yes
46.0,unemployed,single,tertiary,705,398.0,no
32.0,services,married,secondary,255,86.0,no
45.0,blue-collar,married,secondary,4365,45.0,no
32.0,management,married,secondary,350,110.0,no
49.0,blue-collar,married,primary,474,152.0,no
27.0,technician,single,secondary,489,356.0,yes
46.0,entrepreneur,married,secondary,757,382.0,no
37.0,management,single,tertiary,695,233.0,no
30.0,unemployed,single,secondary,-770,87.0,no
44.0,self-employed,divorced,secondary,80,387.0,no
45.0,technician,married,secondary,315,103.0,no
27.0,student,single,secondary,213,378.0,yes
57.0,housemaid,married,primary,0,257.0,no
66.0,management,married,tertiary,2169,282.0,no
40.0,admin.,divorced,secondary,212,176.0,no
48.0,blue-collar,married,secondary,333,24.0,no
33.0,blue-collar,single,secondary,4404,766.0,no
42.0,services,divorced,secondary,257,955.0,yes
47.0,unemployed,married,secondary,3188,426.0,no
27.0,technician,single,tertiary,3083,244.0,no
78.0,retired,married,tertiary,226,136.0,no
50.0,services,married,primary,1260,172.0,no
46.0,entrepreneur,single,tertiary,1410,93.0,no
41.0,admin.,divorced,secondary,6046,300.0,yes
36.0,admin.,single,tertiary,980,118.0,no
49.0,retired,married,primary,-37,191.0,no
46.0,management,divorced,tertiary,-154,107.0,no
77.0,retired,married,primary,680,513.0,no
30.0,technician,single,tertiary,799,91.0,no
43.0,management,single,secondary,-1164,76.0,no
44.0,blue-collar,married,secondary,2523,1236.0,no
40.0,blue-collar,married,primary,98,193.0,no
38.0,blue-collar,married,primary,3419,324.0,no
25.0,unemployed,single,tertiary,343,377.0,yes
49.0,management,married,tertiary,852,408.0,no
33.0,blue-collar,married,primary,50,246.0,no
40.0,management,single,tertiary,0,58.0,no
44.0,blue-collar,married,primary,10,196.0,no
32.0,blue-collar,married,secondary,950,219.0,no
52.0,management,married,tertiary,0,197.0,no
35.0,management,married,tertiary,175,257.0,no
35.0,technician,married,secondary,-259,381.0,no
42.0,technician,married,secondary,-1310,162.0,no
59.0,blue-collar,married,unknown,139,153.0,no
44.0,technician,single,secondary,7138,809.0,yes
50.0,admin.,divorced,secondary,1111,50.0,no
27.0,blue-collar,single,secondary,113,39.0,no
55.0,management,divorced,tertiary,-612,131.0,no
54.0,blue-collar,married,unknown,310,526.0,no
31.0,unemployed,single,secondary,-186,172.0,no
56.0,admin.,married,unknown,2038,405.0,no
51.0,self-employed,married,tertiary,833,77.0,no
61.0,blue-collar,married,primary,625,158.0,no
34.0,technician,single,secondary,105,146.0,no
56.0,blue-collar,married,primary,551,27.0,no
29.0,student,single,unknown,145,105.0,no
34.0,management,single,tertiary,618,119.0,no
35.0,services,single,secondary,1063,327.0,no
56.0,admin.,divorced,secondary,985,150.0,no
45.0,blue-collar,married,secondary,2926,482.0,no
31.0,admin.,single,secondary,-449,81.0,no
37.0,entrepreneur,divorced,tertiary,66,1164.0,yes
43.0,admin.,married,secondary,0,674.0,no
40.0,management,married,unknown,419,347.0,no
44.0,management,married,primary,4758,712.0,yes
38.0,admin.,single,secondary,-23,48.0,no
58.0,management,divorced,tertiary,1573,279.0,no
24.0,blue-collar,single,secondary,77,236.0,no
53.0,services,married,secondary,1378,91.0,no
36.0,blue-collar,married,secondary,-73,15.0,no
28.0,blue-collar,married,primary,60,161.0,no
45.0,blue-collar,married,primary,137,187.0,no
32.0,admin.,single,tertiary,1583,100.0,no
46.0,admin.,married,secondary,-121,214.0,no
28.0,blue-collar,single,secondary,1065,406.0,no
51.0,unemployed,married,secondary,-13,361.0,no
51.0,blue-collar,married,primary,1869,30.0,no
30.0,technician,single,secondary,4787,99.0,no
39.0,technician,married,secondary,-183,202.0,no
28.0,blue-collar,married,primary,702,318.0,no
31.0,management,single,tertiary,1494,275.0,no
31.0,blue-collar,married,primary,0,59.0,no
38.0,management,married,tertiary,46,70.0,no
31.0,blue-collar,single,secondary,609,1126.0,no
74.0,retired,divorced,secondary,4079,343.0,yes
40.0,management,single,tertiary,0,228.0,yes
43.0,technician,married,secondary,7876,209.0,no
34.0,technician,single,tertiary,925,709.0,yes
54.0,management,divorced,tertiary,7010,275.0,no
51.0,blue-collar,married,primary,42,51.0,no
33.0,blue-collar,married,secondary,285,267.0,no
41.0,technician,married,tertiary,0,95.0,no
33.0,management,single,tertiary,3170,246.0,no
48.0,admin.,married,secondary,8,46.0,no
42.0,self-employed,divorced,tertiary,216,144.0,no
35.0,management,single,tertiary,2975,249.0,no
25.0,admin.,married,secondary,894,328.0,no
38.0,blue-collar,single,primary,490,17.0,no
45.0,entrepreneur,married,secondary,245,126.0,no
59.0,management,divorced,tertiary,0,52.0,no
47.0,management,married,unknown,150,52.0,no
33.0,management,married,tertiary,4,285.0,no
59.0,management,married,primary,1727,500.0,yes
41.0,blue-collar,divorced,primary,664,955.0,yes
42.0,technician,married,secondary,473,216.0,no
51.0,technician,divorced,tertiary,0,84.0,no
45.0,management,married,tertiary,-192,138.0,no
30.0,management,married,tertiary,1942,436.0,yes
33.0,blue-collar,single,secondary,5137,123.0,no
43.0,management,married,tertiary,13044,36.0,no
37.0,blue-collar,married,secondary,1053,405.0,no
73.0,retired,married,primary,154,103.0,no
43.0,blue-collar,married,secondary,625,175.0,no
52.0,unemployed,married,primary,255,374.0,no
44.0,management,married,tertiary,529,129.0,no
56.0,management,married,tertiary,318,246.0,no
21.0,services,single,secondary,1903,107.0,no
43.0,unknown,married,tertiary,1937,385.0,no
54.0,management,married,primary,3859,104.0,no
59.0,technician,married,primary,4198,309.0,yes
52.0,blue-collar,married,primary,230,198.0,no
31.0,admin.,single,secondary,747,543.0,yes
53.0,admin.,married,secondary,263,143.0,no
24.0,technician,single,secondary,-46,23.0,no
57.0,retired,married,secondary,0,104.0,no
48.0,technician,married,secondary,568,378.0,yes
57.0,technician,married,secondary,1469,364.0,no
51.0,technician,married,secondary,18,363.0,no
50.0,management,divorced,tertiary,201,248.0,no
34.0,blue-collar,married,secondary,1412,157.0,no
43.0,blue-collar,married,primary,-93,402.0,no
31.0,services,married,secondary,-331,203.0,no
29.0,blue-collar,married,unknown,486,422.0,no
39.0,blue-collar,married,primary,694,44.0,no
36.0,management,single,tertiary,2806,358.0,no
38.0,unemployed,single,tertiary,0,39.0,no
